breed_primary,breed_secondary,breed_mixed,breed_unknown,name,age,sex,size,contact_city,contact_state,contact_zip,contact_country,FoundCity,FoundState,foundStateAbb,stateQ
Catahoula Leopard Dog,American Staffordshire Terrier,True,False,Leah,Baby,Female,Medium,Goodlettsville,TN,37072,US,,Mississippi,MS,TN
Catahoula Leopard Dog,American Staffordshire Terrier,True,False,Lydia,Baby,Female,Medium,Goodlettsville,TN,37072,US,,Mississippi,MS,TN
Pomeranian,,True,False,Raven/MS,Senior,Female,Small,Columbia,TN,38401,US,,Mississippi,MS,TN
Pit Bull Terrier,,True,False,Gumbo *Foster*,Adult,Male,Medium,Appleton,WI,54914,US,,Mississippi,MS,WI
Labrador Retriever,,True,False,Ace,Baby,Male,Medium,Susquehanna,PA,18847,US,,Missouri,MO,NY
Collie,,False,False,Buddy,Adult,Male,Large,Chantilly,VA,20151,US,,Missouri,MO,DC
English Pointer,,False,False,Elena (FL),Adult,Female,Large,Bridgeton,NJ,08332,US,,Missouri,MO,DE
Akita,,False,False,Dinah,Young,Female,Large,Snellville,GA,30039,US,,Missouri,MO,GA
Akita,,False,False,Suki,Adult,Female,Large,Snellville,GA,30039,US,,Missouri,MO,GA
Bluetick Coonhound,Australian Shepherd,True,False,Pieta,Adult,Female,Large,Cedar Rapids,IA,52405,US,,Missouri,MO,IA
Coonhound,Bluetick Coonhound,True,False,Ajax,Adult,Male,Medium,Wyoming,MN,55092,US,,Missouri,MO,MN
German Shepherd Dog,,False,False,Max Sr-I1911,Senior,Male,Large,Anoka,MN,55303,US,,Kentucky,KY,MN
Shih Tzu,,False,False,Foster Homes Needed,Young,Female,Small,Tonka Bay,MN,55331,US,,Montana,MT,MN
Shiba Inu,,True,False,Jasper ML in MO CP,Adult,Male,Medium,Providence,RI,02906,US,,Missouri,MO,CT
Beagle,,False,False,Susy *Adopt or Foster *,Young,Female,Medium,Fairfax,VA,22038,US,Mobile,Alabama,AL,DC
Black Mouth Cur,,True,False,Whiskey,Baby,Male,Medium,Dunwoody,GA,30338,US,Mojito,Pennsylvania,PA,GA
Retriever,,True,False,Rico,Adult,Male,Medium,Virginia Beach,VA,23464,US,Monroe,Georgia,GA,VA
Husky,Shepherd,True,False,Happy,Adult,Female,Large,Virginia Beach,VA,23464,US,Monroe,Georgia,GA,VA
Labrador Retriever,Hound,True,False,Bo,Baby,Male,Medium,Chesapeake,VA,23322,US,Monroe,Georgia,GA,VA
Pit Bull Terrier,,True,False,"XP Sassy - Montclair, NJ",Young,Female,Medium,Rockaway,NJ,07866,US,Montclair,New Jersey,NJ,NJ
Australian Shepherd,Mixed Breed,True,False,Tex,Young,Male,Medium,Osage Beach,MO,65020,US,Montreal,Missouri,MO,MO
Labrador Retriever,,True,False,Shane aka Vinnie,Young,Male,Medium,Littleton,CO,80126,US,Montrose,Colorado,CO,CO
Labrador Retriever,,True,False,Shane aka Vinnie,Young,Male,Medium,Littleton,CO,80126,US,Montrose,Colorado,CO,CO
Labrador Retriever,,True,False,Suzy Bishop,Young,Female,Medium,Brooklyn,NY,11215,US,Moonrise Kingdom,Texas,TX,CT
Pit Bull Terrier,,False,False,Billie,Young,Male,Medium,Williston,VT,05495,US,Moore,New Jersey,NJ,NH
Beagle,,False,False,"XP Louie - Morris County, NJ",Senior,Male,Medium,Rockaway,NJ,07866,US,Morris County,New Jersey,NJ,NJ
Great Dane,German Shepherd Dog,True,False,Lollipop,Senior,Female,Large,Mount Juliet,TN,37122,US,Mt Juliet,Tennessee,TN,TN
Black Mouth Cur,Labrador Retriever,True,False,Sheba,Adult,Female,Large,Bradenton,FL,34211,US,Myakka City,Florida,FL,FL
Papillon,Terrier,True,False,TJ,Adult,Male,Small,Berkeley Heights,NJ,07922,US,Myrtle Beach,South Carolina,SC,NJ
English Bulldog,,False,False,Ozzy,Young,Male,Medium,Brick,NJ,08724,US,,New Jersey,NJ,NJ
Shepherd,,True,False,Aura,Young,Female,Medium,Holly Springs,NC,27502,US,Nash County,North Carolina,NC,NC
Rottweiler,,False,False,Cash,Adult,Male,Extra Large,Hillsboro,NH,03244,US,Nashville,Tennessee,TN,MA
Labrador Retriever,,True,False,Parker **COURTESY POST**,Adult,Male,Large,Dublin,OH,43017,US,Nashville,Tennessee,TN,OH
Labrador Retriever,,True,False,PUPPY TANZIE,Young,Female,Medium,Franklin,TN,37069,US,Nashville,Tennessee,TN,TN
Labrador Retriever,,False,False,INDIE,Adult,Female,Medium,Franklin,TN,37069,US,Nashville,Tennessee,TN,TN
Rottweiler,,False,False,Kaiser,Adult,Male,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
Rottweiler,,False,False,Kaiser,Adult,Male,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
German Shepherd Dog,,False,False,Jazzie,Adult,Female,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
German Shepherd Dog,,False,False,Jazzie,Adult,Female,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
German Shepherd Dog,,False,False,Django,Adult,Male,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
German Shepherd Dog,,False,False,Django,Adult,Male,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
Belgian Shepherd / Malinois,,False,False,Patriot,Young,Male,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
Belgian Shepherd / Malinois,,False,False,Patriot,Young,Male,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
German Shepherd Dog,,False,False,Cupid,Adult,Female,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
German Shepherd Dog,,False,False,Cupid,Adult,Female,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
German Shepherd Dog,,False,False,Sedona,Adult,Female,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
German Shepherd Dog,,False,False,Sedona,Adult,Female,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
Belgian Shepherd / Malinois,German Shepherd Dog,True,False,Atlas,Adult,Male,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
Belgian Shepherd / Malinois,German Shepherd Dog,True,False,Atlas,Adult,Male,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
Terrier,,True,False,Kiki/MH,Young,Female,Medium,Columbia,TN,38401,US,Nashville,Tennessee,TN,TN
Dutch Shepherd,,True,False,Jace,Adult,Male,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
Dutch Shepherd,,True,False,Jace,Adult,Male,Large,Nashville,TN,37205,US,Nashville,Tennessee,TN,TN
American Staffordshire Terrier,,False,False,Mona,Adult,Female,Medium,Flushing,NY,11354,US,NC,North Carolina,NC,CT
Beagle,Foxhound,True,False,Bailee,Adult,Female,Medium,Paramus,NJ,07653,US,NC,North Carolina,NC,CT
Pit Bull Terrier,,False,False,Gibson,Adult,Male,Large,Paramus,NJ,07653,US,NC,North Carolina,NC,CT
Chocolate Labrador Retriever,Pit Bull Terrier,True,False,Grand,Young,Male,Medium,Monroe,NY,10950,US,NC,North Carolina,NC,CT
Catahoula Leopard Dog,,True,False,Fuli,Young,Female,Medium,Montgomery,NY,12549,US,NC,North Carolina,NC,CT
American Staffordshire Terrier,Labrador Retriever,True,False,Molly,Adult,Female,Medium,Cumberland,RI,02864,US,NC,North Carolina,NC,CT
Anatolian Shepherd,,True,False,Annie,Adult,Female,Extra Large,Cortlandt Manor,NY,10567,US,NC,North Carolina,NC,CT
Chihuahua,,False,False,Cain,Adult,Male,Small,Ozone Park,NY,11417,US,NC,North Carolina,NC,CT
Labrador Retriever,,False,False,Hearth (Tyson) - Massada pup 1,Senior,Male,Large,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Remember Me Freckles,Baby,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Beagle,,False,False,Doodle Dandy,Adult,Male,Small,Alexandria,VA,22309,US,,Virginia,VA,DC
Labrador Retriever,,False,False,Remember Me Nutmeg,Baby,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Remember Me Princess Dandelion,Baby,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Remember Me Nala,Baby,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Remember Me Lieuy,Baby,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Remember Me Gabe,Baby,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Remember Me Lexi,Baby,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Remember Me Annabelle,Baby,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Beagle,Mixed Breed,True,False,Rachel Ray,Baby,Female,Medium,Springfield,VA,22153,US,,North Carolina,NC,DC
Beagle,,False,False,Bella of the Ball,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Feist,Italian Greyhound,True,False,Egon Spengler - Ghostbusters Crew,Baby,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Feist,Italian Greyhound,True,False,Winston Zeddemore - Ghostbusters Crew,Baby,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Feist,Italian Greyhound,True,False,Janine Melnitz - Ghostbusters Crew,Baby,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Terrier,,False,False,Ricky Martin,Adult,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Feist,Italian Greyhound,True,False,Peter Venkman - Ghostbusters Crew,Baby,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Pug,,False,False,Balenciaga,Adult,Male,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Chihuahua,True,False,Joyfolie,Adult,Female,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Saint Bernard,Hound,True,False,Brioni,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Shepherd,,False,False,DKNY,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Beagle,,False,False,Diane von Furstenberg,Adult,Female,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Plott Hound,,False,False,Stella McCartney,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Shepherd,,False,False,Versace,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Schnauzer,Terrier,True,False,Oscar de la Renta,Adult,Male,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Jack Russell Terrier,,False,False,Burberry,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Weimaraner,,False,False,Vera Wang,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Collie,True,False,Fendi,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Beagle,Hound,True,False,Ribbons,Baby,Female,Medium,Springfield,VA,22153,US,,North Carolina,NC,DC
Labrador Retriever,Boxer,True,False,Reeses,Baby,Male,Medium,Springfield,VA,22153,US,,North Carolina,NC,DC
Border Collie,Labrador Retriever,True,False,Birdie (Bird Crew Mom),Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Dorian&#39;s Princess,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Dorian&#39;s Nicole,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Collie,,False,False,Dorian&#39;s Penny,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Collie,,False,False,Dorian&#39;s Penny,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Border Collie,Hound,True,False,Dorian&#39;s Bambi,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Hound,Shepherd,True,False,Dorian&#39;s Buttercup,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Dorian&#39;s Lightning,Young,Male,Large,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Shepherd,True,False,Dorian&#39;s Mollie,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
American Bulldog,Pit Bull Terrier,True,False,Marion,Adult,Female,Medium,Coatesville,PA,19320,US,,North Carolina,NC,DC
Shepherd,Whippet,True,False,Milky Desi Dog,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Shepherd,,False,False,Chloie &amp; her Notes (Mom),Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Weston,Adult,Male,Large,Alexandria,VA,22309,US,,North Carolina,NC,DC
Shepherd,,False,False,Daisy B,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Corgi,Chihuahua,True,False,Chubbers,Adult,Male,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Fritos,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Boxer,,False,False,Bela,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Shiba Inu,,False,False,Voltorb,Adult,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Whippet,True,False,Mia Desi Dog,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Yellow Labrador Retriever,Vizsla,True,False,Gala,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Hound,Labrador Retriever,True,False,Charlottes Web,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Atlanna,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Beagle,Labrador Retriever,True,False,Aubin,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Catahoula Leopard Dog,,False,False,Bowie,Adult,Male,Large,Alexandria,VA,22309,US,,North Carolina,NC,DC
American Bulldog,,False,False,Yoyoma,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Flannery O&#39;Connor,Adult,Female,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Boxer,Hound,True,False,Fala Roosevelt,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Weston,Adult,Male,Large,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Pit Bull Terrier,True,False,Kalei,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Beagle,Labrador Retriever,True,False,Aubin,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Chihuahua,Beagle,True,False,Harry Pawter,Adult,Male,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Yellow Labrador Retriever,Vizsla,True,False,Gala,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Chihuahua,,False,False,Titanic,Adult,Female,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Pit Bull Terrier,True,False,Kalei,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Hound,Labrador Retriever,True,False,Charlottes Web,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Patch- 101 Dalmatians,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Shepherd,,False,False,Daisy B,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Catahoula Leopard Dog,,False,False,Bowie,Adult,Male,Large,Alexandria,VA,22309,US,,North Carolina,NC,DC
Chihuahua,,False,False,Incredible Hulk,Adult,Male,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Husky,Shepherd,True,False,Zekke,Young,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Husky,Shepherd,True,False,Zekke,Young,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Whippet,True,False,Mia Desi Dog,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Beagle,Jack Russell Terrier,True,False,Will Forte,Adult,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Carolina Dog,True,False,Mera,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Beagle,Jack Russell Terrier,True,False,Will Forte,Adult,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Corgi,Chihuahua,True,False,Chubbers,Adult,Male,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
American Bulldog,,False,False,Yoyoma,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Anatolian Shepherd,Great Pyrenees,True,False,Summertime,Adult,Female,Large,Alexandria,VA,22309,US,,North Carolina,NC,DC
Shepherd,,False,False,Chloie &amp; her Notes (Mom),Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Husky,Shepherd,True,False,Zekke,Young,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Husky,Shepherd,True,False,Zekke,Young,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Chihuahua,,False,False,Titanic,Adult,Female,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Black and Tan Coonhound,Bloodhound,True,False,Captain Marvel,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Feist,Chihuahua,True,False,Kirk Cameron,Adult,Male,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Chihuahua,Beagle,True,False,Harry Pawter,Adult,Male,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Australian Shepherd,,False,False,Black Panther,Young,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Carolina Dog,True,False,Mera,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Patch- 101 Dalmatians,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Dachshund,Labrador Retriever,True,False,Ribeye (Steak House Pups),Baby,Female,Large,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Boxer,True,False,Mai Tai (Tropicals),Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,Boxer,True,False,Mai Tai (Tropicals),Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Feist,Chihuahua,True,False,Kirk Cameron,Adult,Male,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Australian Cattle Dog / Blue Heeler,,False,False,Koffeekake,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Australian Cattle Dog / Blue Heeler,,False,False,Koffeekake,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Fritos,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Anatolian Shepherd,Great Pyrenees,True,False,Summertime,Adult,Female,Large,Alexandria,VA,22309,US,,North Carolina,NC,DC
Shiba Inu,,False,False,Voltorb,Adult,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Black and Tan Coonhound,Bloodhound,True,False,Captain Marvel,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Chihuahua,Feist,True,False,Vera Fang,Adult,Female,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Boxer,,False,False,Bela,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Chihuahua,Feist,True,False,Vera Fang,Adult,Female,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,Flannery O&#39;Connor,Adult,Female,Small,Alexandria,VA,22309,US,,North Carolina,NC,DC
Australian Shepherd,,False,False,Black Panther,Young,Male,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Hound,Shepherd,True,False,Max,Baby,Male,Medium,Springfield,VA,22153,US,,North Carolina,NC,DC
Dachshund,,True,False,Myles,Young,Male,Small,Essex,MD,21221,US,,North Carolina,NC,DC
Shepherd,Hound,True,False,Steel Magnolia,Adult,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Labrador Retriever,,False,False,The Hobbit,Young,Female,Medium,Alexandria,VA,22309,US,,North Carolina,NC,DC
Beagle,,True,False,Baxter,Adult,Male,Small,Alexandria,VA,22312,US,,North Carolina,NC,DC
Terrier,,True,False,Griswold,Young,Male,Medium,Sandston,VA,23150,US,,North Carolina,NC,DC
Jack Russell Terrier,,True,False,Stewie,Young,Male,Small,Sandston,VA,23150,US,,North Carolina,NC,DC
Bull Terrier,,True,False,IbbyLee,Young,Female,Medium,Milton,DE,19968,US,,North Carolina,NC,DC
Jack Russell Terrier,,True,False,Branch *Adopt*,Young,Male,Small,Fairfax,VA,22038,US,,North Carolina,NC,DC
Dachshund,Beagle,True,False,Midnight,Adult,Female,Small,Newville,PA,17241,US,,North Carolina,NC,DC
Bull Terrier,Labrador Retriever,True,False,Gweeny,Adult,Female,Large,Millersville,MD,21108,US,,North Carolina,NC,DC
Hound,,True,False,Moose,Adult,Male,Medium,Alexandria,VA,22312,US,,North Carolina,NC,DC
Carolina Dog,Hound,True,False,FANCY,Baby,Female,Medium,Egg Harbor Township,NJ,08234,US,,North Carolina,NC,DE
Carolina Dog,Hound,True,False,JUBAL,Baby,Male,Medium,Egg Harbor Township,NJ,08234,US,,North Carolina,NC,DE
Beagle,,False,False,BAYLEE,Senior,Female,Medium,Egg Harbor Township,NJ,08234,US,,North Carolina,NC,DE
Labrador Retriever,,True,False,Mama Joyce,Adult,Female,Medium,Maple Glen,PA,19002,US,,North Carolina,NC,DE
Black Labrador Retriever,American Staffordshire Terrier,True,False,ZENA,Baby,Female,Medium,Egg Harbor Township,NJ,08234,US,,North Carolina,NC,DE
Black Labrador Retriever,American Staffordshire Terrier,True,False,ZENA,Baby,Female,Medium,Egg Harbor Township,NJ,08234,US,,North Carolina,NC,DE
Black Mouth Cur,Black Labrador Retriever,True,False,EDIE...aka EDITH ANNE,Baby,Female,Medium,Egg Harbor Township,NJ,08234,US,,North Carolina,NC,DE
Beagle,,False,False,SKYE,Adult,Female,Small,Egg Harbor Township,NJ,08234,US,,North Carolina,NC,DE
Beagle,,False,False,SKYE,Adult,Female,Small,Egg Harbor Township,NJ,08234,US,,North Carolina,NC,DE
