breed_primary,breed_secondary,breed_mixed,breed_unknown,name,age,sex,size,contact_city,contact_state,contact_zip,contact_country,FoundCity,FoundState,foundStateAbb,stateQ
Border Terrier,Wirehaired Terrier,True,False,Waldo,Young,Male,Medium,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Jack Russell Terrier,Parson Russell Terrier,True,False,Portia,Adult,Female,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Dachshund,Cocker Spaniel,True,False,Wilbur,Adult,Male,Medium,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Yorkshire Terrier,Schnauzer,True,False,Ollie,Adult,Male,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Chihuahua,,True,False,Lily,Young,Female,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Bull Terrier,Staffordshire Bull Terrier,True,False,Phoebe the Pocket Pittie!,Young,Female,Medium,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Chihuahua,,False,False,Nemo,Young,Male,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Corgi,Pomeranian,True,False,"Ursa-SHY, loves dogs!",Adult,Female,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Golden Retriever,Chow Chow,True,False,Maybe- SHY PUP,Young,Female,Medium,Oak Ridge,NJ,07438,US,,Pennsylvania,PA,NJ
Chihuahua,,False,False,Coco Puff,Senior,Male,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Wirehaired Dachshund,Norfolk Terrier,True,False,Moana,Young,Female,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Cockapoo,Poodle,True,False,Noodles,Senior,Male,Medium,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Shih Tzu,Havanese,True,False,Sheriff,Young,Male,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Jack Russell Terrier,,False,False,Kenny-LOVES DOGS!,Young,Male,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Cockapoo,Lhasa Apso,True,False,Koko,Adult,Male,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Greyhound,Whippet,True,False,Suzie-GENTLE AND QUIET!,Senior,Female,Medium,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Shih Tzu,,True,False,Kelly,Senior,Female,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Chihuahua,Toy Fox Terrier,True,False,Koala Bear,Senior,Male,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Dachshund,,True,False,Elton,Senior,Male,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Chihuahua,,True,False,Edmund,Senior,Male,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Chihuahua,,False,False,Sophia,Young,Female,Small,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Great Dane,Boxer,True,False,Lance & Coco,Adult,Female,Large,Oak Ridge,NJ,07438,US,,New Jersey,NJ,NJ
Labrador Retriever,,True,False,Tanner,Young,Male,Medium,Toms River,NJ,08753,US,,Louisiana,LA,DE
Boxer,Labrador Retriever,True,False,"XP Gibbs - Washington, NJ",Adult,Male,Extra Large,Rockaway,NJ,07866,US,,New Jersey,NJ,NJ
Shepherd,,True,False,Becca,Young,Female,Medium,Morristown,NJ,07960,US,,New Jersey,NJ,NJ
Labrador Retriever,,True,False,Pinto,Baby,Male,Medium,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Black Labrador Retriever,Labrador Retriever,True,False,Cola,Adult,Female,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Cattle Dog,Labrador Retriever,True,False,Daisy,Adult,Female,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Black Labrador Retriever,Labrador Retriever,True,False,Skipper,Baby,Male,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Black Labrador Retriever,Labrador Retriever,True,False,Marina,Baby,Female,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Black Labrador Retriever,Labrador Retriever,True,False,Marlin,Baby,Male,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Black Labrador Retriever,Labrador Retriever,True,False,Hudson,Baby,Male,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Black Labrador Retriever,Labrador Retriever,True,False,Wyatt,Adult,Male,Medium,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Retriever,,True,False,Charcoal,Adult,Male,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Retriever,,True,False,Cottonball,Adult,Female,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Flat-Coated Retriever,,True,False,Quest,Senior,Male,Large,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Labrador Retriever,Shepherd,True,False,Luna,Adult,Female,Large,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Shih Tzu,,False,False,Paris,Adult,Female,Small,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Shih Tzu,,False,False,"XP Shaggy &amp; Sunny - Wharton, NJ - URGENT!",Senior,Male,Small,Rockaway,NJ,07866,US,,New Jersey,NJ,NJ
Labrador Retriever,,True,False,Emma,Baby,Female,Medium,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Shepherd,Labrador Retriever,True,False,Sasha,Baby,Female,Medium,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Pointer,Labrador Retriever,True,False,Jake,Young,Male,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Pointer,Labrador Retriever,True,False,Elle,Young,Female,Medium,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Shepherd,Boxer,True,False,Stanley,Young,Male,Large,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Shepherd,Boxer,True,False,Walter,Young,Male,Large,Berkeley Heights,NJ,07922,US,,Georgia,GA,NJ
Labrador Retriever,Yellow Labrador Retriever,True,False,Sprite,Young,Female,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Redbone Coonhound,Coonhound,True,False,Ladybird,Adult,Female,Medium,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Golden Retriever,Retriever,True,False,Lady,Baby,Female,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Labrador Retriever,,True,False,Navy,Baby,Male,Medium,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Whippet,Shepherd,True,False,Sadie,Young,Female,Medium,Morristown,NJ,07960,US,,New Jersey,NJ,NJ
Basset Hound,,True,False,Gimli,Baby,Male,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Basset Hound,Labrador Retriever,True,False,Belladonna,Baby,Female,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Basset Hound,,True,False,Samwise,Baby,Male,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Basset Hound,,True,False,Frodo,Baby,Male,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Basset Hound,Pointer,True,False,Bilbo,Baby,Male,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Basset Hound,Labrador Retriever,True,False,Tolkien,Baby,Male,Medium,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
Black Labrador Retriever,Labrador Retriever,True,False,Buff,Baby,Male,Large,Berkeley Heights,NJ,07922,US,,New Jersey,NJ,NJ
American Bulldog,,False,False,"XP Bozi - Somerset, NJ",Young,Male,Medium,Rockaway,NJ,07866,US,,New Jersey,NJ,NJ
Papillon,Terrier,True,False,TJ,Adult,Male,Small,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Labrador Retriever,Hound,True,False,Ella,Baby,Female,Medium,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Labrador Retriever,Hound,True,False,Ember,Baby,Female,Medium,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Labrador Retriever,Hound,True,False,Elsie,Baby,Female,Medium,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Great Dane,Labrador Retriever,True,False,Darby,Adult,Female,Large,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Labrador Retriever,Hound,True,False,Scarlet,Adult,Female,Medium,Berkeley Heights,NJ,07922,US,,South Carolina,SC,NJ
Pit Bull Terrier,,False,False,"XP Molly - Newark, NJ",Adult,Female,Medium,Rockaway,NJ,07866,US,,New Jersey,NJ,NJ
Mastiff,,False,False,"XP Mace - Dover, NJ",Adult,Male,Large,Rockaway,NJ,07866,US,,New Jersey,NJ,NJ
